Timestamp,Student ID,Attendance,Facial Expression,Interaction Level,Posture,Movement (m),Heart Rate,Skin Temperature,Breathing Rate,Classroom Noise Level,Lighting,Attention,Engagement,Inactivity,Class Subject,Date
2024-12-24,22,1,Sad,0,Leaning Forward,0.29,84,35.2,14,63,241,0,0,1,Science,2024-12-24
2024-12-25,22,0,Sad,3,Leaning Forward,2.93,91,36.3,20,62,214,1,0,0,Science,2024-12-25
2024-12-26,22,1,Angry,6,Upright,2.42,86,36.6,12,58,270,0,1,0,Mathematics,2024-12-26
2024-12-27,22,0,Neutral,9,Slouched,2.23,100,36.3,14,61,269,0,2,0,History,2024-12-27
2024-12-28,22,1,Angry,7,Upright,0.01,89,37.4,16,70,221,0,2,0,Mathematics,2024-12-28
2024-12-29,22,1,Angry,4,Leaning Forward,1.9,82,37.1,15,68,265,0,1,0,Science,2024-12-29
2024-12-30,22,0,Neutral,1,Slouched,3.49,68,36.8,16,63,226,0,0,1,Science,2024-12-30
2024-12-01,23,1,Surprised,4,Upright,3.31,80,35.9,19,69,242,1,2,0,Mathematics,2024-12-01
2024-12-02,23,0,Angry,7,Upright,4.51,71,36.0,19,62,268,0,2,0,Mathematics,2024-12-02
2024-12-03,23,0,Surprised,10,Upright,1.76,84,37.1,17,62,222,0,2,0,Mathematics,2024-12-03
2024-12-04,23,1,Sad,7,Upright,1.11,61,36.9,17,56,211,0,1,0,Science,2024-12-04
2024-12-05,23,1,Neutral,0,Slouched,2.46,98,35.5,15,70,250,0,0,1,Mathematics,2024-12-05
2024-12-06,23,1,Sad,8,Upright,3.3,96,36.7,14,52,275,1,2,0,History,2024-12-06
2024-12-07,23,1,Angry,3,Leaning Forward,3.64,77,35.5,12,67,278,0,0,1,Science,2024-12-07
2024-12-08,23,1,Happy,5,Slouched,4.22,86,35.7,20,64,263,1,0,0,Science,2024-12-08
2024-12-09,23,0,Happy,4,Slouched,2.66,80,35.0,15,60,210,0,2,0,Mathematics,2024-12-09
2024-12-10,23,1,Happy,3,Upright,0.82,79,35.2,13,50,261,0,2,0,Literature,2024-12-10
2024-12-11,23,1,Neutral,3,Upright,2.37,81,37.1,17,66,230,0,2,0,Mathematics,2024-12-11
2024-12-12,23,1,Angry,1,Upright,4.87,62,35.9,13,54,207,1,0,0,Literature,2024-12-12
2024-12-13,23,1,Happy,1,Leaning Forward,0.28,63,35.7,18,62,212,0,1,0,Literature,2024-12-13
2024-12-14,23,0,Surprised,6,Slouched,3.98,99,36.5,17,70,286,0,2,0,Mathematics,2024-12-14
2024-12-15,23,1,Angry,3,Upright,0.51,98,36.8,15,68,216,1,2,0,Science,2024-12-15
2024-12-16,23,1,Angry,7,Upright,1.22,62,35.2,16,68,255,1,1,0,Science,2024-12-16
2024-12-17,23,0,Sad,7,Slouched,3.02,78,35.9,12,66,275,1,2,0,History,2024-12-17
2024-12-18,23,0,Surprised,5,Upright,4.88,100,37.3,13,60,224,0,0,1,Literature,2024-12-18
2024-12-19,23,1,Angry,9,Slouched,3.08,86,35.8,13,64,205,1,2,0,Literature,2024-12-19
2024-12-20,23,0,Sad,7,Leaning Forward,1.07,90,36.8,17,62,226,0,0,1,Literature,2024-12-20
2024-12-21,23,1,Happy,1,Slouched,0.15,67,35.4,19,56,280,0,0,1,Science,2024-12-21
2024-12-22,23,0,Sad,4,Upright,1.09,76,36.8,17,67,231,0,0,1,History,2024-12-22
2024-12-23,23,0,Neutral,1,Upright,4.16,68,35.9,13,60,226,0,0,1,Science,2024-12-23
2024-12-24,23,1,Neutral,10,Upright,4.71,99,37.2,13,53,218,1,0,0,History,2024-12-24
2024-12-25,23,1,Neutral,5,Leaning Forward,2.15,100,35.6,12,69,275,0,0,1,History,2024-12-25
2024-12-26,23,1,Sad,0,Leaning Forward,3.98,68,37.1,19,56,293,1,0,0,Mathematics,2024-12-26
2024-12-27,23,0,Sad,8,Slouched,3.76,92,35.9,20,64,222,1,2,0,Science,2024-12-27
2024-12-28,23,1,Surprised,7,Slouched,2.91,100,37.3,12,56,228,1,2,0,History,2024-12-28
2024-12-29,23,1,Sad,4,Slouched,4.44,96,35.4,17,58,270,1,0,0,Mathematics,2024-12-29
2024-12-30,23,1,Surprised,8,Slouched,1.15,62,36.2,17,63,257,0,0,1,Literature,2024-12-30
2024-12-01,24,1,Surprised,5,Slouched,1.91,71,36.1,16,70,209,1,1,0,Science,2024-12-01
2024-12-02,24,0,Neutral,3,Upright,0.59,83,35.1,15,60,225,0,1,0,Science,2024-12-02
2024-12-03,24,1,Sad,9,Upright,4.99,94,37.3,12,59,236,1,1,0,Science,2024-12-03
2024-12-04,24,0,Surprised,10,Leaning Forward,4.95,69,37.2,15,57,292,1,1,0,History,2024-12-04
2024-12-05,24,1,Surprised,5,Upright,1.57,72,36.1,18,56,256,1,0,0,Literature,2024-12-05
2024-12-06,24,0,Angry,2,Slouched,4.72,60,36.2,17,60,228,0,1,0,Literature,2024-12-06
2024-12-07,24,1,Angry,4,Slouched,2.93,96,37.0,14,54,242,1,2,0,Literature,2024-12-07
2024-12-08,24,1,Happy,8,Slouched,0.94,66,35.8,19,70,238,1,0,0,Mathematics,2024-12-08
2024-12-09,24,0,Happy,9,Slouched,0.13,72,35.2,18,59,226,0,0,1,History,2024-12-09
2024-12-10,24,0,Surprised,0,Slouched,2.59,70,35.8,18,62,220,1,2,0,Mathematics,2024-12-10
2024-12-11,24,1,Surprised,1,Slouched,4.78,73,35.3,15,59,255,0,2,0,Literature,2024-12-11
2024-12-12,24,1,Angry,3,Leaning Forward,3.58,89,35.7,12,54,257,0,2,0,Mathematics,2024-12-12
2024-12-13,24,0,Angry,5,Leaning Forward,4.4,89,36.2,12,52,236,1,2,0,Literature,2024-12-13
2024-12-14,24,1,Surprised,9,Upright,2.08,71,37.2,18,64,249,1,2,0,History,2024-12-14
2024-12-15,24,0,Sad,2,Slouched,4.41,94,35.7,13,56,263,0,1,0,Literature,2024-12-15
2024-12-16,24,0,Happy,8,Slouched,2.05,70,35.6,20,51,259,0,1,0,Mathematics,2024-12-16
2024-12-17,24,1,Surprised,5,Leaning Forward,2.0,72,36.0,12,58,214,0,2,0,History,2024-12-17
2024-12-18,24,1,Surprised,7,Upright,0.41,75,36.8,19,54,260,1,2,0,Science,2024-12-18
2024-12-19,24,0,Angry,1,Upright,1.47,94,36.9,14,52,285,0,0,1,Mathematics,2024-12-19
2024-12-20,24,1,Neutral,2,Upright,3.57,94,35.5,12,70,266,1,0,0,Mathematics,2024-12-20
2024-12-21,24,1,Surprised,0,Leaning Forward,0.02,84,36.9,15,61,230,1,2,0,History,2024-12-21
2024-12-22,24,1,Happy,0,Slouched,4.1,64,35.6,13,55,292,0,0,1,History,2024-12-22
2024-12-23,24,0,Neutral,5,Leaning Forward,3.13,99,35.5,20,62,254,0,1,0,Mathematics,2024-12-23
2024-12-24,24,0,Neutral,5,Upright,0.07,80,35.0,15,64,228,0,0,1,Mathematics,2024-12-24
2024-12-25,24,1,Happy,1,Upright,2.06,98,36.2,13,67,272,1,2,0,History,2024-12-25
2024-12-26,24,1,Surprised,10,Leaning Forward,0.66,71,36.6,17,65,208,1,0,0,Science,2024-12-26
2024-12-27,24,1,Surprised,8,Leaning Forward,3.71,92,36.5,12,57,202,0,2,0,Mathematics,2024-12-27
2024-12-28,24,1,Sad,9,Upright,0.3,83,36.2,15,54,248,1,0,0,History,2024-12-28
2024-12-29,24,1,Neutral,2,Slouched,1.59,62,36.3,18,70,236,0,0,1,Mathematics,2024-12-29
2024-12-30,24,1,Neutral,3,Upright,2.7,75,37.0,15,69,248,0,2,0,Science,2024-12-30
2024-12-01,25,0,Happy,7,Upright,4.77,63,36.6,14,56,216,0,1,0,Mathematics,2024-12-01
2024-12-02,25,0,Sad,8,Upright,2.13,89,35.8,15,57,254,0,2,0,History,2024-12-02
2024-12-03,25,1,Angry,7,Leaning Forward,1.01,90,35.2,17,62,248,0,1,0,History,2024-12-03
2024-12-04,25,1,Angry,9,Leaning Forward,2.17,69,37.0,19,50,297,1,1,0,Literature,2024-12-04
2024-12-05,25,1,Angry,8,Upright,2.76,71,35.6,19,59,258,1,0,0,Science,2024-12-05
2024-12-06,25,1,Happy,5,Upright,3.57,72,35.4,15,50,201,1,2,0,Science,2024-12-06
2024-12-07,25,1,Surprised,5,Slouched,2.45,97,35.2,12,53,249,1,1,0,History,2024-12-07
2024-12-08,25,1,Neutral,8,Leaning Forward,2.44,83,36.7,18,63,294,0,1,0,History,2024-12-08
2024-12-09,25,0,Neutral,10,Leaning Forward,3.38,69,35.7,19,54,232,0,1,0,History,2024-12-09
2024-12-10,25,0,Happy,10,Leaning Forward,4.58,85,36.8,13,66,224,0,0,1,Literature,2024-12-10
2024-12-11,25,1,Neutral,8,Leaning Forward,3.29,84,36.5,18,52,213,0,1,0,Science,2024-12-11
2024-12-12,25,0,Surprised,4,Upright,4.94,91,35.0,13,63,267,0,1,0,Literature,2024-12-12
2024-12-13,25,1,Sad,2,Slouched,0.93,68,35.5,14,66,214,1,2,0,Literature,2024-12-13
2024-12-14,25,0,Happy,2,Upright,1.3,86,36.1,13,70,221,0,0,1,Mathematics,2024-12-14
2024-12-15,25,1,Happy,4,Upright,1.71,97,35.6,19,53,201,1,0,0,Mathematics,2024-12-15
2024-12-16,25,0,Happy,3,Leaning Forward,3.96,84,36.5,16,65,260,1,0,0,Science,2024-12-16
2024-12-17,25,1,Neutral,5,Upright,4.7,85,35.9,12,61,242,1,1,0,Mathematics,2024-12-17
2024-12-18,25,1,Sad,0,Leaning Forward,0.61,93,35.7,15,61,257,0,1,0,Literature,2024-12-18
2024-12-19,25,0,Happy,10,Slouched,0.08,83,37.2,17,64,229,1,2,0,Literature,2024-12-19
2024-12-20,25,0,Neutral,6,Slouched,4.93,66,36.8,16,69,224,1,2,0,History,2024-12-20
2024-12-21,25,1,Happy,4,Leaning Forward,4.98,89,35.4,19,53,261,0,0,1,History,2024-12-21
2024-12-22,25,0,Happy,1,Slouched,4.97,61,35.4,17,62,298,0,0,1,Science,2024-12-22
2024-12-23,25,1,Surprised,10,Upright,3.33,94,36.6,19,52,288,0,2,0,Science,2024-12-23
2024-12-24,25,0,Neutral,6,Leaning Forward,3.71,84,36.6,20,63,229,0,2,0,History,2024-12-24
2024-12-25,25,1,Happy,1,Upright,1.7,97,37.3,13,68,247,1,0,0,History,2024-12-25
2024-12-26,25,0,Neutral,0,Leaning Forward,2.68,84,37.4,17,61,286,1,1,0,History,2024-12-26
2024-12-27,25,1,Happy,8,Slouched,1.58,78,37.1,19,64,218,0,0,1,Science,2024-12-27
2024-12-28,25,0,Angry,5,Slouched,2.51,67,35.7,19,70,227,0,2,0,Literature,2024-12-28
2024-12-29,25,1,Happy,5,Upright,4.14,73,37.1,15,51,299,1,2,0,History,2024-12-29
2024-12-30,25,1,Neutral,10,Upright,4.96,95,36.0,18,65,244,1,2,0,Literature,2024-12-30
2024-12-01,26,1,Neutral,3,Leaning Forward,4.28,85,35.2,17,68,206,1,0,0,Science,2024-12-01
2024-12-02,26,0,Angry,2,Slouched,3.48,78,37.2,15,56,295,1,2,0,History,2024-12-02
2024-12-03,26,0,Sad,6,Slouched,3.4,70,37.3,13,61,260,0,1,0,History,2024-12-03
2024-12-04,26,1,Angry,6,Upright,3.13,85,35.6,13,57,250,0,0,1,Literature,2024-12-04
2024-12-05,26,0,Surprised,10,Leaning Forward,0.45,89,37.2,18,58,280,1,2,0,Literature,2024-12-05
2024-12-06,26,0,Happy,1,Upright,2.45,92,35.6,19,58,288,1,0,0,Mathematics,2024-12-06
2024-12-07,26,1,Surprised,4,Leaning Forward,0.63,80,35.2,20,55,251,0,1,0,Mathematics,2024-12-07
2024-12-08,26,1,Happy,8,Leaning Forward,2.69,67,36.9,15,53,223,1,2,0,History,2024-12-08
2024-12-09,26,1,Neutral,1,Upright,0.64,73,36.6,13,67,232,0,2,0,Mathematics,2024-12-09
2024-12-10,26,1,Neutral,8,Upright,2.12,60,35.6,12,66,300,0,0,1,Science,2024-12-10
2024-12-11,26,1,Neutral,8,Slouched,3.03,92,35.5,13,51,230,1,0,0,Mathematics,2024-12-11
2024-12-12,26,1,Sad,2,Leaning Forward,2.76,97,35.9,14,69,254,0,0,1,Mathematics,2024-12-12
2024-12-13,26,1,Sad,6,Slouched,0.42,76,36.7,14,67,226,1,1,0,Mathematics,2024-12-13
2024-12-14,26,0,Neutral,9,Leaning Forward,3.24,92,36.5,18,54,240,1,2,0,Literature,2024-12-14
2024-12-15,26,0,Happy,4,Upright,2.66,95,36.0,17,70,211,1,0,0,Science,2024-12-15
2024-12-16,26,0,Sad,4,Upright,0.49,74,35.9,13,53,222,1,1,0,Science,2024-12-16
2024-12-17,26,1,Angry,4,Leaning Forward,1.36,66,37.2,14,60,296,1,0,0,Literature,2024-12-17
2024-12-18,26,1,Surprised,9,Upright,1.3,92,36.8,14,54,248,0,1,0,Science,2024-12-18
2024-12-19,26,1,Sad,10,Leaning Forward,2.09,89,35.5,17,64,264,0,2,0,Science,2024-12-19
2024-12-20,26,0,Neutral,10,Upright,4.74,86,36.9,13,70,210,1,1,0,Mathematics,2024-12-20
2024-12-21,26,0,Angry,0,Upright,3.72,95,37.3,12,63,286,0,0,1,History,2024-12-21
2024-12-22,26,0,Surprised,0,Leaning Forward,0.95,60,36.8,20,61,231,1,1,0,Mathematics,2024-12-22
2024-12-23,26,0,Sad,1,Slouched,4.2,92,35.9,12,63,263,1,0,0,Literature,2024-12-23
2024-12-24,26,0,Neutral,10,Upright,4.16,67,35.7,19,59,233,0,1,0,History,2024-12-24
2024-12-25,26,1,Sad,4,Leaning Forward,2.58,62,37.3,19,51,245,0,2,0,Mathematics,2024-12-25
2024-12-26,26,1,Neutral,1,Upright,1.75,71,36.0,12,53,255,1,1,0,Literature,2024-12-26
2024-12-27,26,0,Surprised,1,Slouched,0.03,76,35.6,18,61,238,0,0,1,Science,2024-12-27
2024-12-28,26,1,Happy,7,Leaning Forward,4.2,70,35.3,18,50,245,1,0,0,History,2024-12-28
2024-12-29,26,1,Happy,2,Slouched,2.11,81,37.3,14,56,261,0,0,1,Science,2024-12-29
2024-12-30,26,1,Angry,7,Leaning Forward,3.57,80,36.9,18,66,292,0,1,0,Literature,2024-12-30
2024-12-01,27,0,Happy,2,Upright,1.72,60,36.9,15,51,286,0,0,1,Science,2024-12-01
2024-12-02,27,0,Surprised,7,Slouched,1.41,65,36.9,15,69,219,1,2,0,History,2024-12-02
2024-12-03,27,0,Neutral,3,Leaning Forward,4.1,72,36.2,13,66,278,0,1,0,History,2024-12-03
2024-12-04,27,0,Sad,1,Upright,2.01,77,37.5,14,63,202,0,2,0,History,2024-12-04
2024-12-05,27,1,Surprised,8,Slouched,3.5,74,35.6,18,65,207,0,0,1,Literature,2024-12-05
2024-12-06,27,0,Neutral,5,Slouched,4.71,86,35.6,12,55,205,0,1,0,Mathematics,2024-12-06
2024-12-07,27,1,Sad,4,Slouched,1.4,98,35.3,14,58,262,0,2,0,Science,2024-12-07
2024-12-08,27,0,Happy,10,Upright,3.41,68,35.8,17,68,267,1,1,0,Science,2024-12-08
2024-12-09,27,1,Sad,9,Slouched,0.44,66,35.3,13,51,275,0,2,0,History,2024-12-09
2024-12-10,27,1,Happy,1,Leaning Forward,3.1,79,36.8,15,67,292,0,2,0,History,2024-12-10
2024-12-11,27,0,Surprised,8,Leaning Forward,1.26,95,37.4,17,64,280,0,0,1,Mathematics,2024-12-11
2024-12-12,27,1,Surprised,8,Leaning Forward,3.95,70,36.5,14,59,205,1,0,0,Mathematics,2024-12-12
2024-12-13,27,1,Surprised,10,Leaning Forward,4.35,64,35.4,20,62,271,0,2,0,Literature,2024-12-13
2024-12-14,27,1,Sad,2,Upright,0.8,73,36.5,12,66,258,1,2,0,Science,2024-12-14
2024-12-15,27,1,Neutral,8,Upright,0.86,62,36.3,16,51,281,1,0,0,History,2024-12-15
2024-12-16,27,1,Happy,10,Upright,4.95,73,36.3,12,70,244,1,0,0,Science,2024-12-16
2024-12-17,27,1,Sad,6,Leaning Forward,1.47,63,36.6,12,61,228,1,0,0,Science,2024-12-17
2024-12-18,27,0,Angry,10,Leaning Forward,0.53,84,37.4,16,70,281,0,1,0,History,2024-12-18
2024-12-19,27,1,Neutral,3,Leaning Forward,3.15,85,35.4,15,63,247,1,0,0,History,2024-12-19
2024-12-20,27,1,Sad,7,Upright,4.08,71,35.5,19,55,282,1,0,0,Science,2024-12-20
2024-12-21,27,0,Sad,6,Leaning Forward,3.04,64,35.4,18,57,258,0,1,0,Literature,2024-12-21
2024-12-22,27,0,Happy,9,Upright,1.89,61,35.3,12,70,205,0,2,0,History,2024-12-22
2024-12-23,27,1,Sad,10,Leaning Forward,0.07,60,37.4,13,67,294,0,0,1,Science,2024-12-23
2024-12-24,27,0,Surprised,9,Slouched,4.08,79,35.8,14,57,207,0,0,1,Science,2024-12-24
2024-12-25,27,0,Happy,8,Slouched,0.51,86,35.4,15,50,229,0,0,1,Literature,2024-12-25
2024-12-26,27,1,Neutral,3,Leaning Forward,1.92,67,36.2,13,57,213,1,0,0,Science,2024-12-26
2024-12-27,27,1,Happy,5,Upright,4.48,98,35.4,18,66,242,1,0,0,History,2024-12-27
2024-12-28,27,1,Angry,4,Slouched,4.38,77,37.3,17,58,291,1,0,0,Mathematics,2024-12-28
2024-12-29,27,0,Neutral,2,Slouched,2.23,90,37.0,13,68,254,0,0,1,Science,2024-12-29
2024-12-30,27,1,Sad,2,Slouched,1.76,91,36.1,18,69,281,0,0,1,Science,2024-12-30
2024-12-01,28,0,Surprised,6,Leaning Forward,2.49,94,36.2,20,57,249,0,2,0,Mathematics,2024-12-01
2024-12-02,28,0,Happy,3,Slouched,0.01,61,35.9,19,54,214,1,2,0,Mathematics,2024-12-02
2024-12-03,28,0,Neutral,7,Upright,4.18,95,37.4,18,57,226,1,1,0,History,2024-12-03
2024-12-04,28,0,Happy,2,Slouched,3.67,87,35.9,13,68,209,0,2,0,Literature,2024-12-04
2024-12-05,28,0,Neutral,2,Upright,1.23,60,36.4,18,54,297,0,0,1,History,2024-12-05
2024-12-06,28,0,Angry,4,Slouched,2.06,81,36.1,12,59,214,1,2,0,History,2024-12-06
2024-12-07,28,0,Angry,2,Leaning Forward,0.8,85,37.1,19,67,291,0,2,0,Science,2024-12-07
2024-12-08,28,0,Surprised,2,Slouched,4.87,93,35.9,14,56,251,1,2,0,Mathematics,2024-12-08
2024-12-09,28,0,Angry,9,Upright,4.08,89,36.2,18,62,221,0,1,0,Mathematics,2024-12-09
2024-12-10,28,1,Sad,4,Upright,0.52,83,36.5,17,50,230,1,2,0,Science,2024-12-10
2024-12-11,28,0,Happy,3,Leaning Forward,0.05,79,35.5,15,70,204,0,2,0,History,2024-12-11
2024-12-12,28,0,Angry,7,Upright,0.24,65,37.4,12,61,296,1,0,0,Science,2024-12-12
2024-12-13,28,0,Neutral,6,Leaning Forward,1.78,68,36.8,13,60,252,1,2,0,Mathematics,2024-12-13
2024-12-14,28,1,Surprised,9,Upright,1.45,69,36.7,13,70,211,0,0,1,History,2024-12-14
2024-12-15,28,0,Sad,8,Leaning Forward,4.96,98,36.6,17,64,300,0,2,0,History,2024-12-15
2024-12-16,28,1,Angry,6,Upright,4.45,84,35.6,13,54,272,1,1,0,Literature,2024-12-16
2024-12-17,28,0,Neutral,8,Upright,2.49,89,35.8,16,55,208,0,0,1,Science,2024-12-17
2024-12-18,28,0,Happy,2,Leaning Forward,3.86,76,37.5,16,64,283,1,1,0,History,2024-12-18
2024-12-19,28,1,Happy,5,Slouched,2.0,99,37.3,14,64,246,0,2,0,Science,2024-12-19
2024-12-20,28,1,Angry,7,Slouched,4.39,62,36.6,12,57,289,1,0,0,Mathematics,2024-12-20
2024-12-21,28,1,Surprised,2,Leaning Forward,2.0,64,35.6,19,52,244,0,0,1,Literature,2024-12-21
2024-12-22,28,1,Happy,1,Upright,3.66,85,36.9,15,62,242,1,2,0,Mathematics,2024-12-22
2024-12-23,28,1,Sad,7,Upright,1.39,62,36.4,19,54,281,1,1,0,History,2024-12-23
2024-12-24,28,0,Angry,6,Upright,4.68,83,37.0,19,56,206,1,2,0,History,2024-12-24
2024-12-25,28,1,Neutral,4,Leaning Forward,0.88,69,35.2,18,52,238,0,2,0,Literature,2024-12-25
2024-12-26,28,0,Neutral,2,Upright,0.46,87,35.9,16,55,225,1,2,0,Science,2024-12-26
2024-12-27,28,1,Angry,2,Leaning Forward,2.18,96,36.0,12,67,300,1,1,0,History,2024-12-27
2024-12-28,28,0,Neutral,10,Leaning Forward,3.71,80,35.0,19,54,263,0,2,0,Science,2024-12-28
2024-12-29,28,1,Neutral,8,Leaning Forward,0.02,88,37.4,14,70,257,0,2,0,Mathematics,2024-12-29
2024-12-30,28,0,Surprised,8,Upright,3.0,73,35.9,15,68,201,0,0,1,Science,2024-12-30
2024-12-01,29,1,Neutral,8,Upright,3.5,89,36.0,17,61,269,1,0,0,Literature,2024-12-01
2024-12-02,29,0,Surprised,6,Slouched,0.88,98,35.4,18,62,236,1,0,0,Literature,2024-12-02
2024-12-03,29,0,Happy,1,Upright,3.25,99,37.3,13,65,295,1,2,0,Mathematics,2024-12-03
2024-12-04,29,0,Neutral,6,Upright,1.11,89,36.4,13,56,260,1,2,0,Mathematics,2024-12-04
2024-12-05,29,1,Surprised,0,Slouched,3.91,92,35.7,16,59,253,1,1,0,History,2024-12-05
2024-12-06,29,0,Happy,0,Upright,3.95,93,37.1,17,60,221,0,1,0,Literature,2024-12-06
2024-12-07,29,1,Sad,9,Leaning Forward,1.97,63,37.0,18,54,281,0,2,0,Literature,2024-12-07
2024-12-08,29,1,Angry,2,Slouched,1.15,68,36.3,18,70,233,0,1,0,History,2024-12-08
2024-12-09,29,0,Happy,0,Slouched,0.06,97,35.4,20,52,273,1,0,0,Literature,2024-12-09
2024-12-10,29,0,Surprised,10,Leaning Forward,3.89,71,35.6,15,59,224,0,2,0,History,2024-12-10
2024-12-11,29,0,Neutral,1,Upright,3.14,100,37.5,13,53,258,1,1,0,Mathematics,2024-12-11
2024-12-12,29,1,Neutral,2,Upright,0.39,83,37.3,15,62,212,0,0,1,Literature,2024-12-12
2024-12-13,29,0,Surprised,10,Upright,1.05,86,35.9,17,70,257,0,1,0,History,2024-12-13
2024-12-14,29,0,Sad,10,Leaning Forward,3.16,62,35.3,17,61,261,0,1,0,Mathematics,2024-12-14
2024-12-15,29,1,Happy,3,Leaning Forward,0.15,61,36.3,14,56,246,0,2,0,Mathematics,2024-12-15
2024-12-16,29,1,Sad,3,Upright,3.64,68,35.7,19,56,211,0,0,1,Science,2024-12-16
2024-12-17,29,1,Surprised,8,Slouched,4.61,76,35.4,16,62,213,1,1,0,Science,2024-12-17
2024-12-18,29,1,Surprised,7,Slouched,2.98,77,37.0,13,69,249,0,0,1,Literature,2024-12-18
2024-12-19,29,1,Neutral,10,Upright,2.25,62,37.4,16,68,252,0,2,0,Science,2024-12-19
2024-12-20,29,0,Happy,2,Slouched,2.15,71,35.9,13,56,284,1,1,0,Science,2024-12-20
2024-12-21,29,1,Happy,0,Slouched,3.44,81,35.5,17,57,271,1,0,0,Mathematics,2024-12-21
2024-12-22,29,0,Angry,3,Upright,2.8,98,37.4,13,68,282,1,1,0,Literature,2024-12-22
2024-12-23,29,1,Sad,3,Upright,4.01,91,35.1,16,63,215,1,1,0,Mathematics,2024-12-23
2024-12-24,29,1,Angry,6,Upright,2.88,78,35.0,12,64,236,1,0,0,History,2024-12-24
2024-12-25,29,0,Neutral,10,Upright,0.35,66,37.1,18,59,235,1,0,0,Science,2024-12-25
2024-12-26,29,0,Angry,5,Slouched,3.06,85,35.7,19,65,282,1,1,0,Mathematics,2024-12-26
2024-12-27,29,0,Happy,3,Upright,4.13,68,35.3,17,63,228,1,2,0,History,2024-12-27
2024-12-28,29,1,Angry,0,Leaning Forward,4.34,76,37.2,12,53,206,0,0,1,Science,2024-12-28
2024-12-29,29,1,Angry,6,Slouched,3.49,68,36.5,13,54,240,0,1,0,History,2024-12-29
2024-12-30,29,1,Happy,8,Leaning Forward,1.2,90,36.7,16,60,298,1,2,0,Literature,2024-12-30
2024-12-01,30,1,Neutral,1,Slouched,2.79,75,36.6,15,52,209,0,0,1,Literature,2024-12-01
2024-12-02,30,0,Sad,7,Slouched,0.94,66,35.9,20,66,240,0,0,1,Science,2024-12-02
2024-12-03,30,0,Angry,1,Upright,1.09,83,36.0,19,69,265,1,2,0,History,2024-12-03
2024-12-04,30,0,Neutral,6,Upright,3.43,96,36.6,14,64,213,1,0,0,Mathematics,2024-12-04
2024-12-05,30,1,Sad,4,Upright,2.38,93,36.1,16,53,270,0,0,1,Mathematics,2024-12-05
2024-12-06,30,0,Sad,6,Leaning Forward,2.15,81,35.1,16,61,212,1,1,0,Mathematics,2024-12-06
2024-12-07,30,1,Sad,4,Upright,2.01,98,35.7,19,66,255,1,2,0,Mathematics,2024-12-07
2024-12-08,30,0,Happy,3,Upright,0.27,62,36.4,15,52,268,0,2,0,Mathematics,2024-12-08
2024-12-09,30,1,Surprised,6,Upright,1.1,77,36.2,14,56,244,1,0,0,Science,2024-12-09
2024-12-10,30,0,Happy,2,Leaning Forward,4.54,99,36.2,16,57,221,1,2,0,Science,2024-12-10
2024-12-11,30,0,Neutral,7,Upright,4.81,90,36.1,12,55,233,0,0,1,Mathematics,2024-12-11
2024-12-12,30,0,Angry,5,Slouched,2.92,91,37.2,19,53,205,0,2,0,Mathematics,2024-12-12
2024-12-13,30,0,Sad,1,Upright,1.52,81,36.1,17,67,232,1,0,0,Literature,2024-12-13
2024-12-14,30,1,Happy,5,Slouched,3.55,93,36.9,19,53,234,1,1,0,Mathematics,2024-12-14
2024-12-15,30,0,Sad,5,Slouched,0.15,96,36.9,18,61,226,0,1,0,Mathematics,2024-12-15
2024-12-16,30,0,Neutral,10,Leaning Forward,2.72,88,37.5,20,55,233,0,1,0,Science,2024-12-16
2024-12-17,30,1,Neutral,4,Upright,0.21,93,36.8,13,63,258,1,1,0,Science,2024-12-17
2024-12-18,30,0,Surprised,10,Upright,2.33,69,36.3,16,69,271,1,0,0,History,2024-12-18
2024-12-19,30,1,Happy,4,Upright,2.27,73,35.7,13,51,262,1,1,0,Science,2024-12-19
2024-12-20,30,1,Happy,0,Slouched,0.69,78,37.0,20,67,219,0,1,0,Mathematics,2024-12-20
2024-12-21,30,0,Surprised,9,Upright,1.45,62,36.2,17,57,286,1,0,0,Literature,2024-12-21
2024-12-22,30,0,Neutral,4,Leaning Forward,1.55,96,36.1,17,68,217,1,1,0,History,2024-12-22
2024-12-23,30,1,Angry,3,Slouched,1.52,79,36.4,19,67,223,1,0,0,Literature,2024-12-23
2024-12-24,30,0,Angry,7,Leaning Forward,1.57,82,36.2,18,64,253,1,0,0,Literature,2024-12-24
2024-12-25,30,0,Surprised,1,Upright,3.08,79,37.0,20,61,216,1,0,0,Science,2024-12-25
2024-12-26,30,0,Surprised,10,Upright,2.31,93,36.2,12,52,207,0,1,0,Science,2024-12-26
2024-12-27,30,0,Neutral,9,Slouched,3.45,63,35.3,20,51,289,0,1,0,History,2024-12-27
2024-12-28,30,1,Sad,3,Leaning Forward,3.2,69,35.8,16,50,262,0,2,0,History,2024-12-28
2024-12-29,30,0,Sad,9,Upright,2.6,75,35.5,19,50,264,0,0,1,Literature,2024-12-29
2024-12-30,30,0,Neutral,6,Slouched,4.91,75,37.1,20,58,278,1,0,0,Literature,2024-12-30
2024-12-01,31,0,Happy,2,Upright,4.09,75,35.4,20,56,260,0,1,0,Literature,2024-12-01
2024-12-02,31,0,Angry,7,Slouched,3.34,85,36.0,13,64,253,1,1,0,Literature,2024-12-02
